BEAMS
BinSize:0.625,Temperature:39.500K,Field:0.000G,Sample:nano-Mn3O4,Orientation:powder,NumBins:16384,NumHists:5,RunNumber:7387,Title:nano-Mn3O4 zero field
Forward,Backward,Up,Down,Right
157,194,281,231,58
177,191,255,225,48
169,180,308,276,51
168,195,287,256,49
175,205,315,247,48
151,163,280,264,44
171,188,263,262,64
190,178,241,240,49
164,188,283,251,51
168,189,262,255,58
178,183,266,284,63
147,168,294,242,44
173,184,247,261,62
175,176,260,241,55
193,167,281,233,48
161,189,301,240,49
150,174,291,265,51
172,191,247,236,51
179,201,281,281,47
182,196,273,279,57
192,177,297,251,53
162,187,284,250,56
167,194,262,272,38
149,161,272,256,52
175,189,259,264,44
150,178,265,262,49
159,172,277,256,49
144,170,261,252,50
149,196,286,265,38
165,202,270,251,41
177,188,300,276,54
163,200,323,277,56
163,165,260,239,54
155,189,277,236,47
172,180,245,264,48
158,174,301,254,44
168,201,281,260,49
164,180,260,267,47
177,179,289,246,43
203,178,260,263,38
162,191,295,252,52
154,209,291,247,41
149,202,281,237,56
144,187,271,257,46
165,208,266,229,57
155,195,268,271,38
167,169,292,235,46
171,160,275,230,46
171,175,266,242,39
172,205,269,253,44
177,187,245,262,49
163,189,278,240,47
152,164,294,242,63
179,184,253,242,58
149,191,288,242,49
177,185,293,264,42
185,177,267,237,49
152,158,278,264,53
162,188,263,249,62
185,202,255,230,55
162,181,292,263,55
162,173,273,233,37
160,218,247,256,44
176,156,265,236,50
165,170,273,269,60
153,158,262,266,55
186,190,305,221,37
176,184,298,276,63
155,184,257,272,41
182,172,274,275,38
185,180,263,250,62
172,185,260,255,43
170,183,241,231,51
156,202,281,248,39
167,193,287,229,52
161,216,298,258,48
152,179,266,229,36
168,174,290,270,48
162,168,299,243,62
141,174,276,245,48
154,163,265,215,48
173,182,291,251,50
183,162,279,243,52
157,196,246,277,65
174,181,281,257,51
196,175,245,248,51
170,186,253,262,47
165,199,247,228,45
178,156,270,225,61
167,193,279,257,50
152,198,235,234,58
163,200,250,241,45
181,162,252,266,45
169,176,267,286,56
168,179,273,233,49
185,173,274,228,50
155,184,254,251,69
164,196,268,233,46
138,171,270,225,36
146,206,261,261,54
147,161,317,241,47
166,183,236,276,54
152,175,287,244,56
164,187,264,241,51
175,161,253,231,46
149,176,269,251,43
167,176,265,247,46
167,193,299,230,48
141,170,255,243,48
175,188,300,236,39
155,181,284,230,52
170,183,294,254,56
173,194,289,225,48
190,174,263,251,54
160,188,279,263,44
160,176,289,272,47
177,176,250,250,54
171,173,253,235,38
156,182,274,259,33
183,168,247,250,55
162,173,256,244,37
162,160,281,254,48
166,155,268,245,51
173,170,242,232,39
161,164,248,228,53
126,192,250,248,42
160,180,238,264,32
160,203,289,248,48
157,189,268,224,44
174,167,244,270,45
154,196,286,264,40
162,173,279,260,47
171,176,251,253,54
153,196,284,252,46
139,183,229,244,39
164,167,265,224,51
152,183,258,258,51
160,206,248,249,43
177,200,241,269,62
168,170,274,237,50
140,164,283,256,38
162,168,264,235,40
151,206,282,210,44
169,189,250,224,54
162,167,282,265,58
147,185,258,245,41
140,170,236,230,60
157,179,261,250,41
156,165,291,215,58
166,196,282,239,38
170,177,288,263,47
163,159,257,227,56
156,173,257,263,46
162,184,265,228,39
164,205,235,246,43
146,174,286,247,51
164,179,261,235,45
178,205,263,243,39
165,188,286,232,42
157,196,234,257,59
189,190,291,244,65
136,201,260,262,64
135,167,263,230,37
148,176,279,251,49
144,196,255,248,57
177,166,274,225,52
170,177,240,225,50
168,191,247,231,43
146,176,263,262,43
158,157,271,247,55
156,173,264,245,51
149,167,237,233,43
164,177,256,252,52
178,150,267,258,56
158,162,259,260,59
187,178,271,236,61
183,181,242,260,38
149,179,238,238,57
147,182,249,240,53
148,177,300,258,45
162,177,250,220,42
160,175,251,238,44
164,150,281,225,56
159,169,252,237,41
169,188,276,233,50
174,184,269,248,49
164,173,251,228,58
185,172,292,242,60
169,164,234,245,45
162,168,252,243,52
155,195,249,253,52
172,204,258,262,35
172,172,260,259,49
150,174,275,273,55
134,178,255,242,43
176,179,262,267,50
139,171,250,264,40
158,184,271,233,49
178,181,256,244,48
140,190,271,236,61
161,188,277,245,42
141,207,260,255,49
156,179,250,224,42
154,192,246,234,57
174,151,261,230,47
181,170,246,231,49
159,190,250,213,42
147,209,257,247,49
165,177,250,211,51
162,193,258,242,49
155,180,295,231,49
169,180,254,235,55
179,181,266,270,55
163,194,302,250,42
153,156,241,249,48
147,169,250,236,39
149,168,263,249,41
162,170,261,249,47
137,162,249,242,45
153,188,251,243,51
156,156,235,255,55
160,196,269,209,50
167,185,265,235,51
170,154,277,262,40
166,178,274,236,52
171,192,267,222,57
168,180,260,261,58
173,165,268,249,55
161,164,260,272,48
171,186,271,234,61
151,179,301,238,49
154,210,260,231,51
169,181,245,215,50
138,168,295,226,50
174,165,264,224,41
142,174,257,249,49
176,181,265,247,50
153,180,244,239,45
148,178,246,240,49
153,190,261,229,41
147,194,247,263,57
153,177,269,240,52
151,186,270,242,46
172,187,279,226,49
164,170,262,227,51
136,184,245,235,50
158,166,245,232,53
124,162,258,233,54
199,162,257,222,42
164,166,249,245,42
185,186,254,252,45
177,171,277,242,56
142,170,263,213,39
160,154,249,239,50
162,163,270,237,38
170,169,247,224,48
151,185,239,249,34
168,196,267,234,49
177,162,240,246,49
177,155,264,250,51
139,164,253,243,64
175,151,258,239,35
169,179,263,240,63
153,175,265,241,49
161,165,255,213,50
159,182,292,249,46
163,188,264,227,50
143,171,201,239,41
131,189,256,219,53
143,170,272,276,55
168,164,244,200,44
176,163,256,237,53
169,166,256,253,38
153,157,277,251,42
123,193,227,243,31
166,154,265,239,53
148,176,257,215,50
157,184,221,226,47
158,173,263,237,37
163,182,289,249,42
130,182,248,251,46
170,167,272,231,43
141,174,238,220,63
174,174,302,229,54
161,169,252,235,44
163,162,230,221,47
153,168,270,219,47
157,168,255,212,52
159,159,230,232,44
154,197,245,222,43
144,171,269,256,50
138,192,245,256,56
173,168,243,256,31
150,182,245,248,49
158,174,256,225,49
155,157,247,244,40
154,166,267,236,43
145,146,256,217,46
162,174,214,228,53
156,157,261,265,41
147,178,271,232,52
143,184,283,220,45
168,172,237,250,44
146,176,244,254,51
183,168,235,238,37
141,157,253,251,50
154,149,260,220,44
148,199,242,228,44
171,176,259,245,37
172,167,262,211,49
151,155,236,227,48
146,186,288,245,40
148,147,277,243,57
156,184,217,244,57
157,159,257,232,48
150,201,262,223,48
155,146,243,220,47
146,184,213,220,57
150,172,264,233,42
151,163,254,209,45
162,161,256,232,45
149,172,241,241,42
171,187,247,229,39
136,172,269,220,55
151,189,257,235,58
173,164,252,240,41
174,177,247,255,59
167,188,267,237,52
133,166,272,233,44
157,169,251,229,37
172,190,230,237,48
164,166,233,262,49
150,157,257,220,43
167,145,264,226,51
163,177,257,241,43
172,145,280,247,57
162,169,264,216,48
149,148,248,238,58
147,174,237,229,37
157,155,251,244,48
158,182,276,217,50
147,180,260,225,40
168,183,249,230,40
142,191,248,226,46
165,164,258,232,39
174,180,261,230,54
162,174,262,251,37
176,161,285,222,44
162,170,250,231,44
174,184,232,240,45
157,169,245,276,56
182,158,279,265,42
174,181,266,227,51
183,164,279,212,40
149,178,246,249,46
184,170,252,239,46
163,179,267,231,45
154,168,240,246,51
154,153,210,250,41
179,160,262,208,41
151,177,248,211,53
151,203,247,218,49
160,149,286,249,47
164,179,230,262,41
155,185,258,232,44
161,187,243,202,41
157,170,250,218,48
159,201,253,243,52
147,167,222,214,54
142,180,230,226,38
168,179,236,235,44
166,164,245,200,47
147,155,237,240,45
170,178,216,235,39
178,170,240,236,43
176,154,244,230,50
169,173,263,223,59
165,158,230,214,52
148,150,255,245,48
156,176,267,226,48
153,151,243,220,39
147,151,230,206,32
169,156,256,203,42
172,168,226,214,45
159,149,254,274,54
165,170,235,236,44
145,165,225,255,48
143,149,244,196,40
170,159,248,213,42
130,168,257,207,49
170,154,258,230,58
159,162,233,224,43
173,165,238,242,50
161,162,270,220,42
151,164,274,240,48
128,154,250,231,43
147,163,255,233,55
134,174,240,243,43
138,162,259,231,48
146,162,267,236,51
141,169,277,237,38
138,178,257,259,40
149,171,261,225,49
163,169,242,216,46
135,167,228,212,41
155,158,255,222,37
149,183,257,231,43
158,151,284,210,43
147,195,263,225,54
151,178,256,231,39
147,153,258,220,48
148,165,239,248,51
137,169,254,208,43
139,182,239,200,44
128,156,230,244,49
157,170,252,233,38
141,163,236,213,42
139,162,257,216,47
153,180,214,239,41
163,146,237,230,54
157,158,236,218,47
161,177,242,197,45
137,166,236,243,40
142,175,260,201,52
151,158,254,229,46
138,167,250,237,47
147,170,270,221,38
146,149,245,232,43
134,154,244,219,32
129,161,250,212,49
161,157,271,235,47
162,156,268,213,42
144,182,260,205,54
137,180,256,235,52
159,165,238,251,45
151,159,249,233,44
130,150,280,236,58
134,161,255,216,42
152,170,215,200,32
158,199,236,239,38
146,186,235,239,25
137,178,227,218,52
146,160,230,243,43
143,141,247,221,44
149,171,287,245,53
152,170,234,205,57
161,157,255,239,46
151,146,236,254,46
151,169,233,207,60
137,144,227,237,50
142,148,249,209,43
161,165,262,222,31
133,182,210,235,42
152,159,235,208,60
145,166,233,242,40
155,159,246,228,44
156,150,228,209,59
162,175,258,237,44
149,175,277,231,44
140,181,228,230,36
156,188,245,203,56
164,165,271,235,55
159,141,250,222,61
152,137,262,247,45
140,142,233,233,32
160,172,253,235,38
141,197,251,240,54
155,176,234,199,51
148,176,243,227,46
141,182,255,230,48
155,168,240,222,56
144,157,264,208,42
173,141,241,223,61
145,169,223,216,48
139,153,237,202,49
174,164,236,227,57
141,160,219,253,53
185,173,236,236,44
132,175,257,185,51
189,162,215,265,41
166,165,234,211,42
149,175,247,225,53
141,184,260,250,55
158,160,260,214,37
144,176,259,227,36
144,169,250,209,49
141,151,250,235,41
152,143,242,229,51
147,163,261,185,41
143,163,219,219,41
159,179,235,201,49
154,153,247,239,42
139,175,257,239,42
135,178,221,248,46
135,153,223,223,55
124,163,237,233,40
132,178,259,219,37
137,171,239,206,55
171,174,261,198,42
141,153,232,221,45
157,173,240,233,46
146,174,239,212,59
151,158,223,202,36
159,162,222,221,47
137,178,241,223,53
153,154,265,217,45
151,164,218,199,50
136,159,280,221,50
153,161,241,213,44
146,175,275,227,43
154,161,220,215,49
143,143,268,213,50
164,150,210,212,39
143,159,250,224,44
156,164,261,204,50
169,151,239,214,43
129,166,247,199,48
160,145,240,256,41
170,163,223,218,45
170,167,246,238,39
140,174,234,215,35
149,160,257,230,44
168,154,230,226,47
138,160,264,199,46
132,146,233,237,32
168,169,277,233,42
116,160,248,213,51
176,172,246,199,51
179,157,202,200,54
144,174,223,230,34
166,174,270,221,42
139,149,264,238,33
158,156,263,225,42
127,180,247,189,42
163,156,221,233,52
152,141,253,217,40
145,168,255,202,43
149,170,236,218,49
146,152,230,218,53
156,143,241,208,47
146,153,236,204,41
148,137,234,206,43
161,169,257,219,41
132,158,233,239,45
163,193,250,239,45
135,158,242,256,49
140,163,226,244,40
153,181,243,260,50
146,150,256,193,37
166,147,218,209,43
151,154,228,249,55
143,138,223,189,48
170,166,233,220,40
141,135,219,229,47
146,172,251,231,44
157,147,238,209,53
146,157,250,225,36
137,171,226,226,50
142,151,242,198,51
152,161,241,235,40
156,144,193,205,40
146,154,229,205,35
126,151,238,238,39
151,137,223,242,51
152,162,223,199,41
151,169,241,241,43
138,175,229,199,42
124,151,254,206,50
133,155,243,232,37
140,151,238,200,45
146,150,219,194,56
140,173,241,245,38
164,155,258,217,50
149,161,244,229,48
134,153,253,198,47
175,150,222,207,53
157,153,211,230,45
137,147,245,235,31
162,144,246,192,42
142,170,245,214,38
158,155,205,231,42
131,160,220,227,53
142,155,259,211,50
153,148,226,227,44
125,172,241,228,47
158,159,216,226,49
139,132,245,211,38
141,158,242,219,41
166,163,240,209,48
136,174,216,187,48
134,164,235,237,57
143,140,258,205,58
167,161,289,222,38
133,125,229,206,50
153,166,229,226,38
135,165,237,210,42
134,166,214,232,43
144,147,212,240,55
158,147,234,206,41
155,140,245,208,42
137,170,234,210,46
143,137,248,204,50
157,166,228,200,43
142,150,251,207,49
158,172,238,184,42
153,159,256,201,48
153,161,256,219,45
155,163,266,174,48
164,171,234,202,42
143,154,222,208,54
142,148,243,204,40
161,174,237,220,51
163,181,277,209,53
125,175,249,219,44
138,184,237,213,47
127,162,235,210,55
144,161,236,202,47
158,168,219,230,51
154,159,229,240,32
148,156,235,198,42
161,179,226,241,38
137,175,243,199,41
137,143,223,210,52
133,157,215,209,52
130,153,239,215,57
139,138,212,223,40
163,157,231,206,47
128,154,251,192,49
123,157,220,191,48
152,155,216,220,42
140,178,216,228,36
123,172,243,242,41
147,166,218,203,32
144,153,248,225,43
138,159,211,218,48
157,149,240,204,47
156,158,241,241,63
140,155,270,216,56
159,144,227,201,35
147,157,239,210,35
131,171,214,209,45
144,140,234,214,44
148,168,248,234,50
130,136,198,217,42
144,144,252,224,35
147,167,235,193,48
146,180,222,221,35
148,163,244,234,43
131,165,227,206,49
155,149,242,207,43
136,151,210,222,39
127,141,241,220,48
133,146,206,218,50
115,129,203,212,35
136,171,219,206,39
135,129,236,191,41
134,160,227,205,36
134,154,244,216,42
144,172,229,206,34
144,150,249,222,36
140,143,238,209,38
144,155,257,235,46
144,164,239,215,48
121,138,219,207,58
124,157,233,215,35
147,169,223,237,33
139,146,223,212,42
151,186,221,217,43
141,134,250,213,47
162,170,240,231,51
131,180,241,220,40
144,150,272,233,46
158,153,213,199,54
143,150,218,213,45
131,139,257,236,44
166,129,262,208,40
154,143,243,217,44
151,150,242,214,44
147,165,260,218,36
137,182,244,189,44
139,148,211,217,53
150,148,272,207,47
155,150,219,227,41
146,128,255,234,57
120,157,234,206,35
155,162,245,229,43
128,163,245,203,39
132,157,251,202,43
130,145,234,214,44
156,150,236,224,33
148,172,237,206,29
136,133,235,209,47
143,165,252,222,37
144,164,241,219,41
148,154,233,197,50
116,169,231,208,47
144,157,218,238,42
142,179,244,216,52
140,146,237,214,47
157,156,227,204,40
142,178,229,212,36
132,162,243,231,46
128,187,215,225,36
111,148,204,232,49
122,149,241,210,42
147,158,240,219,51
150,155,208,209,38
132,155,233,211,46
151,140,219,187,43
117,144,218,218,46
138,161,234,220,32
128,141,210,172,40
135,145,195,207,40
127,174,213,212,47
122,137,226,189,51
147,169,210,189,51
137,164,236,203,56
144,136,225,227,46
147,167,215,207,40
136,152,241,216,48
148,170,226,213,42
147,156,229,199,35
135,135,233,228,50
127,147,248,210,51
124,174,256,213,41
137,151,239,224,49
136,167,253,234,43
113,163,242,212,55
127,155,227,184,47
149,149,215,201,40
145,168,229,201,37
114,141,223,238,37
139,166,253,201,31
139,145,228,206,42
143,146,229,208,46
146,133,254,223,44
153,155,233,231,50
130,158,211,207,36
161,164,242,209,44
170,148,240,218,41
143,162,224,231,46
150,153,235,184,41
149,140,211,183,55
143,146,232,198,49
134,164,234,230,41
149,141,243,187,48
142,165,218,197,48
124,145,225,218,42
148,144,236,192,41
143,164,214,207,29
134,163,245,219,48
138,167,228,220,40
146,135,218,202,40
137,157,272,231,43
138,151,254,203,37
133,177,233,178,42
134,171,232,219,34
139,128,238,223,64
149,145,219,193,49
144,159,229,213,38
128,170,214,212,35
131,152,213,171,36
132,155,223,227,44
150,141,238,197,53
155,157,216,195,38
192,157,217,200,40
130,147,219,215,40
131,179,210,187,42
116,169,228,234,47
131,163,232,203,40
155,170,241,242,36
131,163,220,237,39
155,171,234,209,56
147,151,228,220,46
154,150,213,240,43
154,154,238,226,37
129,155,222,193,46
139,154,229,202,40
130,139,237,193,49
135,139,230,215,45
157,137,200,205,41
145,152,218,160,43
136,136,220,215,46
148,154,238,213,54
148,156,235,207,40
136,144,233,213,36
127,138,252,201,38
131,162,221,188,48
129,143,205,231,46
133,152,230,185,53
146,129,219,193,58
155,151,254,217,44
131,121,221,212,44
137,168,224,219,56
131,155,251,187,49
141,148,196,211,37
146,139,262,218,39
133,164,232,190,42
135,163,270,203,33
115,139,239,212,56
125,169,221,200,37
133,144,239,207,41
141,152,233,220,34
134,158,247,208,40
149,147,273,210,34
156,153,234,233,45
142,137,238,207,41
146,125,216,220,30
126,170,189,213,38
135,161,224,208,41
150,117,221,218,46
129,165,240,202,46
152,169,226,215,48
126,129,223,185,40
121,148,212,174,46
134,157,234,191,31
138,155,222,218,35
152,153,191,195,34
156,156,200,185,41
144,151,238,201,50
132,141,207,193,42
127,146,211,230,46
120,126,216,221,50
134,147,240,201,36
142,170,217,214,44
147,143,212,187,29
149,141,230,206,44
141,150,230,196,40
148,148,211,221,40
152,159,227,212,35
134,164,212,200,44
134,145,219,194,50
113,156,228,219,40
133,151,201,198,41
123,155,212,190,53
146,160,201,190,43
145,176,210,195,36
146,166,233,185,49
128,136,226,209,50
136,162,222,219,45
135,158,221,247,52
130,139,223,206,39
162,118,236,206,38
151,164,225,219,52
143,152,236,196,41
132,152,253,214,32
120,152,239,204,38
133,160,223,189,46
123,157,208,206,39
138,159,224,194,38
156,183,198,208,53
150,175,210,186,39
133,165,238,217,37
147,142,217,199,50
111,149,214,218,33
133,182,226,185,44
108,146,225,231,35
139,157,212,198,43
112,143,213,211,29
135,149,235,192,49
125,161,226,205,48
129,142,207,223,30
136,152,245,213,53
150,157,227,183,40
125,175,223,171,31
131,128,229,206,39
111,136,220,213,36
123,152,239,197,44
161,138,240,195,41
145,120,222,222,38
124,157,209,226,52
130,136,233,221,53
127,160,215,174,38
137,178,221,185,45
143,158,223,203,45
138,162,236,234,53
135,158,225,205,47
138,160,240,211,44
141,135,209,219,50
131,151,220,186,51
140,155,242,221,45
151,147,218,178,49
162,138,208,190,42
121,151,217,199,41
154,139,227,201,42
141,153,218,215,36
124,137,236,223,35
143,161,224,191,36
129,139,212,225,53
131,133,236,218,31
125,150,216,183,41
128,123,213,189,42
137,137,214,157,43
144,148,238,189,48
114,164,207,195,36
138,153,229,225,41
163,140,228,187,38
139,160,209,215,34
126,159,222,209,41
128,151,227,198,38
116,142,223,170,40
133,159,226,222,42
129,140,214,194,42
99,143,221,205,42
125,146,205,204,38
134,141,220,205,28
133,133,225,202,34
158,167,197,180,50
147,160,226,222,41
158,147,222,195,35
153,144,228,224,33
128,147,212,191,35
130,152,202,179,40
132,137,229,181,57
123,155,225,196,34
130,172,223,228,36
143,144,208,184,29
111,138,244,203,44
133,151,237,224,56
118,179,210,199,39
131,147,196,206,51
123,164,235,192,48
120,149,202,207,38
146,162,217,208,40
115,146,227,171,37
139,167,199,214,45
144,153,250,217,44
129,167,216,194,52
144,143,255,197,36
148,136,226,202,46
124,140,204,172,44
142,139,226,192,41
124,126,244,207,45
142,148,213,193,51
144,124,223,181,42
135,142,220,182,39
123,172,220,178,47
120,153,215,213,40
144,157,235,171,41
131,141,191,219,42
127,136,222,169,31
128,131,216,182,44
129,143,182,209,26
136,148,221,189,30
134,144,215,195,34
106,147,215,197,43
121,141,211,222,51
152,158,230,196,61
140,140,208,194,43
127,170,216,200,34
132,148,228,209,32
132,157,234,182,35
147,155,232,199,36
126,154,227,189,28
131,142,221,178,29
134,135,215,187,41
135,123,238,204,35
147,144,236,216,41
139,146,204,194,40
150,139,219,211,40
131,140,221,200,37
133,129,240,203,34
128,147,207,198,42
129,159,217,198,30
118,148,201,173,35
137,147,202,210,43
136,141,200,182,33
136,146,199,199,45
116,136,219,193,33
139,148,190,190,44
136,167,224,193,33
137,174,236,182,41
143,153,193,183,30
122,165,234,178,44
127,145,230,190,53
141,147,219,192,37
122,142,211,177,40
146,146,215,213,38
139,143,211,209,48
126,128,210,189,38
141,171,238,202,37
126,167,213,184,40
119,138,244,201,38
130,142,224,181,34
127,144,198,206,31
148,156,231,208,37
132,150,222,202,38
134,155,221,197,24
122,156,213,217,49
125,160,200,192,61
132,134,219,186,40
131,168,214,195,47
119,129,201,197,34
119,145,206,201,44
145,148,228,190,44
140,133,236,224,42
132,146,231,198,38
123,128,217,216,35
122,138,224,196,39
142,136,203,200,46
134,167,216,189,37
109,127,234,193,46
133,141,238,220,29
139,132,209,217,55
130,146,241,197,54
127,146,211,198,52
138,158,243,211,32
119,168,235,217,48
143,144,225,211,38
124,148,234,194,40
144,150,229,204,48
139,124,242,204,37
138,158,204,222,50
124,120,209,195,46
143,140,236,181,38
132,114,196,189,45
123,137,193,196,40
142,152,231,191,47
115,138,198,178,40
137,143,236,157,40
120,144,217,190,38
134,143,217,212,51
154,127,194,194,19
124,155,195,193,42
132,141,212,202,42
124,139,203,219,31
116,138,226,170,32
148,125,200,191,49
142,118,188,200,34
136,159,204,190,36
133,140,234,179,29
114,165,219,180,32
136,153,209,202,28
128,165,227,180,39
125,140,211,197,39
109,143,237,213,39
123,160,201,191,37
119,145,196,195,35
152,149,256,214,42
120,156,199,191,36
126,144,205,204,43
121,133,228,180,39
141,149,218,193,41
125,134,216,177,30
130,158,173,174,35
123,156,204,181,38
105,132,232,187,43
129,141,236,183,35
126,148,193,197,48
124,150,205,203,40
138,148,210,183,47
124,140,205,178,48
115,143,202,209,43
129,171,217,208,39
141,148,172,167,35
124,123,220,191,41
123,154,221,193,39
120,153,223,208,47
113,160,227,209,54
140,161,233,206,42
135,148,225,190,35
135,142,232,169,34
127,130,213,199,33
119,152,234,166,42
112,144,237,167,39
131,144,191,186,46
124,133,207,180,48
128,147,211,168,40
112,153,199,174,39
124,118,181,181,36
143,152,191,198,37
121,141,230,198,48
130,142,225,190,45
115,128,223,196,37
146,136,194,176,39
114,159,216,192,44
123,137,207,189,49
137,155,218,181,55
143,159,209,171,36
136,152,217,204,33
133,157,211,186,43
139,135,230,198,33
104,168,215,210,43
112,143,209,150,39
107,137,223,190,42
116,137,184,200,46
111,122,201,180,34
108,129,228,215,37
120,135,223,212,46
128,157,193,188,48
119,130,224,192,34
119,141,203,174,32
153,151,202,189,46
125,130,231,182,42
114,156,209,187,40
119,146,211,199,29
132,158,203,180,53
135,136,196,195,41
134,142,215,225,50
112,133,246,189,36
122,141,224,198,52
118,128,219,185,40
117,134,216,214,33
149,126,232,174,51
121,140,198,173,35
138,120,219,192,34
132,108,196,170,40
135,119,196,197,40
119,151,212,204,43
127,162,212,189,45
119,150,228,200,34
127,151,177,200,39
130,138,212,201,35
145,135,197,176,34
126,120,209,191,37
108,138,244,211,36
119,149,210,167,33
122,136,225,178,25
121,127,208,175,29
137,137,220,196,42
124,129,221,204,38
132,142,216,155,36
128,131,213,226,40
130,150,228,194,41
143,122,233,178,33
141,150,225,196,42
109,133,209,206,35
120,133,191,195,30
144,143,205,176,34
122,149,207,189,30
157,145,194,190,41
125,130,222,186,39
154,122,205,185,38
111,139,226,192,36
135,157,226,196,48
121,126,205,189,28
127,143,221,184,48
140,120,195,161,27
138,134,229,188,44
144,140,221,184,45
118,142,206,179,28
120,140,202,157,51
116,134,219,190,44
152,131,199,197,35
130,132,228,172,39
132,141,203,242,40
124,148,206,177,48
130,138,201,196,38
133,135,227,189,41
122,146,182,189,33
125,154,184,177,51
124,141,223,200,36
115,149,194,202,46
122,135,204,166,33
128,141,201,189,37
126,150,209,195,52
147,159,205,194,40
138,142,209,179,36
141,144,183,184,35
114,116,212,166,37
135,149,213,187,38
126,147,204,173,41
119,143,204,183,48
114,136,215,207,44
142,154,212,177,36
133,137,204,192,35
122,130,223,208,37
110,150,214,181,46
111,169,199,183,37
137,117,222,175,47
137,127,237,187,43
124,129,201,184,43
131,116,189,201,38
109,138,197,205,50
112,145,204,196,30
122,142,220,189,46
133,118,199,204,46
141,133,216,193,34
121,147,218,167,42
130,127,223,173,33
139,151,205,204,34
126,121,202,176,37
146,114,222,182,40
117,136,207,179,43
128,151,203,176,51
123,152,174,192,43
115,132,181,190,31
144,139,223,166,50
130,142,214,193,26
140,131,211,196,36
133,146,210,197,24
133,147,216,181,40
120,129,195,176,37
133,113,223,172,32
122,131,200,180,36
123,167,192,172,39
120,156,216,170,31
120,154,210,169,43
140,135,203,210,41
116,136,217,171,38
138,115,198,209,37
118,129,189,187,52
124,153,199,204,39
116,158,208,194,31
126,110,187,167,34
108,132,234,175,42
129,146,209,180,35
125,113,186,223,44
129,137,195,186,39
103,141,210,155,41
140,121,203,197,36
107,147,197,171,34
119,135,197,186,38
133,150,212,192,32
134,141,203,170,34
124,150,211,182,32
118,140,181,197,35
127,133,212,174,46
123,91,188,183,38
140,127,204,197,31
114,153,204,183,40
120,124,208,175,41
129,127,230,189,41
116,129,220,196,33
114,144,208,185,45
120,128,197,193,49
121,140,199,169,56
126,157,195,191,39
110,116,206,198,31
132,148,204,165,43
126,148,201,185,34
104,137,231,170,36
138,131,181,207,30
132,156,207,149,29
112,131,200,180,27
130,127,187,198,42
108,139,203,196,40
127,132,206,194,37
101,141,225,151,44
130,129,180,178,34
108,150,212,196,49
118,169,209,209,28
127,130,221,171,29
128,135,192,146,41
119,161,205,164,34
127,138,194,184,41
117,129,181,171,46
120,160,246,178,39
120,136,200,173,37
121,128,213,190,36
131,135,219,173,28
127,135,219,185,48
136,143,249,209,27
146,141,196,191,44
128,147,197,155,41
130,125,199,199,40
137,122,228,203,41
122,121,210,203,39
112,143,216,176,34
123,128,201,184,36
124,143,195,186,44
106,151,210,168,30
127,118,215,195,48
123,124,207,204,36
125,133,207,176,39
118,152,187,185,42
132,156,214,158,36
115,126,185,212,40
95,157,168,184,47
125,136,184,180,34
127,136,196,156,39
136,139,194,198,33
140,121,195,192,46
121,135,240,204,35
135,138,221,184,40
115,142,194,174,38
109,127,215,193,30
132,118,198,191,43
120,141,210,171,43
113,121,186,172,33
117,118,205,180,41
114,131,195,184,44
114,122,208,162,43
115,122,189,203,23
108,110,193,181,29
132,134,199,188,48
124,119,195,173,35
117,132,187,195,52
136,144,193,182,28
141,141,209,205,43
124,138,205,166,33
106,129,188,218,34
134,128,178,161,30
121,135,184,175,50
123,152,208,211,42
134,123,202,190,38
135,123,197,191,45
112,127,220,154,37
123,146,198,199,43
138,112,206,192,39
128,141,189,174,43
126,117,221,190,37
142,139,203,180,40
119,118,201,194,32
114,142,228,178,38
133,124,191,168,34
130,152,209,186,35
103,122,209,178,41
126,125,187,183,38
140,138,204,178,48
121,148,194,161,33
160,116,206,182,37
120,112,183,174,40
118,132,208,159,45
117,131,197,155,33
130,134,192,171,32
139,141,183,201,46
127,134,182,184,30
123,116,202,194,32
128,103,181,165,42
103,131,207,178,35
117,134,219,179,40
133,139,191,170,41
126,126,202,189,37
128,132,217,201,45
112,150,191,201,45
122,129,226,176,31
140,111,185,165,39
115,139,208,168,25
125,136,194,195,37
118,117,190,188,35
111,133,211,164,36
103,141,216,172,51
123,141,227,174,39
108,119,197,184,39
129,113,172,170,43
117,141,197,182,32
126,140,190,188,41
124,154,221,163,32
119,120,248,176,36
120,164,188,187,41
120,122,205,168,39
118,129,206,192,46
130,130,178,203,37
117,122,202,191,35
139,118,195,161,41
113,134,225,189,46
109,124,199,170,40
118,138,190,211,54
135,138,186,177,38
122,123,202,196,32
131,146,222,199,31
111,130,207,199,27
119,126,214,168,34
118,121,208,183,41
114,133,203,192,31
126,139,203,159,45
110,102,199,178,30
115,135,194,189,33
118,134,217,164,33
131,153,187,208,40
110,138,179,174,45
121,119,206,175,41
109,121,198,177,33
114,125,207,213,24
116,134,192,198,44
127,150,185,180,41
113,130,214,190,41
125,127,203,215,38
119,152,194,208,37
136,143,194,175,42
104,129,184,177,40
110,154,209,179,38
106,126,184,176,34
133,123,189,173,41
98,157,185,189,28
149,137,210,157,40
112,121,205,184,35
118,141,213,164,25
128,123,202,204,28
114,132,196,176,27
109,130,212,185,35
100,132,194,160,40
125,131,215,179,39
127,134,181,172,37
115,116,211,195,41
119,132,191,175,46
110,120,197,164,39
