BEAMS
BinSize:0.625,Temperature:39.500K,Field:0.000G,Sample:nano-Mn3O4,Orientation:powder,NumBins:16384,NumHists:5,RunNumber:7387,Title:nano-Mn3O4 zero field
Forward,Backward,Up,Down,Right
684,831,1162,1196,169
718,895,1250,1162,184
754,868,1222,1150,207
771,831,1209,1223,187
736,900,1200,1184,203
724,809,1228,1145,206
737,931,1281,1067,178
697,876,1175,1139,195
705,819,1197,1101,204
706,873,1155,1147,205
738,920,1206,1177,197
692,898,1204,1138,215
745,866,1192,1132,185
770,853,1184,1139,177
745,881,1170,1124,204
720,873,1189,1130,204
718,911,1155,1133,196
683,895,1174,1115,176
687,855,1187,1248,174
718,880,1158,1218,171
742,895,1229,1139,199
683,830,1194,1161,214
714,893,1174,1137,204
741,865,1183,1191,194
731,877,1165,1149,187
765,895,1181,1153,203
729,888,1225,1141,175
771,862,1216,1150,195
706,872,1160,1108,182
746,866,1201,1141,199
721,876,1173,1161,196
729,881,1192,1166,167
750,891,1224,1145,202
749,880,1226,1170,190
764,896,1148,1096,186
709,896,1100,1204,203
736,839,1184,1141,202
694,901,1125,1172,187
714,868,1190,1121,222
757,871,1134,1126,205
699,862,1186,1111,195
767,826,1203,1112,187
732,875,1200,1086,201
707,836,1211,1148,206
711,900,1201,1110,175
702,903,1221,1113,191
741,862,1177,1162,174
711,834,1147,1153,194
765,857,1166,1130,202
726,880,1189,1132,198
755,841,1211,1174,204
725,854,1227,1145,194
694,801,1240,1113,190
716,899,1136,1123,192
718,889,1167,1136,189
764,855,1192,1150,209
723,877,1183,1129,216
729,879,1164,1120,224
730,838,1209,1160,205
726,834,1137,1149,220
750,891,1172,1151,199
742,839,1219,1146,209
723,917,1148,1185,189
719,882,1182,1129,168
749,872,1236,1125,182
808,851,1192,1109,182
721,867,1197,1146,177
754,870,1227,1166,203
716,894,1183,1172,207
730,886,1198,1119,207
776,881,1177,1124,205
709,888,1194,1122,213
663,852,1203,1090,197
708,874,1146,1087,185
741,880,1126,1163,203
671,930,1198,1105,174
676,863,1186,1075,171
730,885,1141,1125,190
711,858,1166,1130,198
696,829,1209,1138,170
761,880,1196,1132,177
713,874,1190,1155,199
712,896,1177,1073,213
771,840,1234,1113,212
667,876,1174,1128,194
670,879,1193,1170,219
714,858,1135,1108,186
743,896,1185,1157,184
757,833,1219,1109,185
734,842,1162,1082,221
755,833,1163,1076,189
769,871,1092,1037,209
762,834,1164,1093,188
714,894,1214,1072,196
710,895,1173,1083,197
675,868,1165,1201,204
696,874,1149,1160,201
756,871,1166,1085,216
694,908,1198,1063,186
687,851,1139,1084,179
717,847,1197,1127,165
665,825,1146,1133,215
716,831,1147,1105,184
725,820,1173,1080,211
744,858,1149,1098,178
730,859,1175,1099,194
712,854,1201,1149,207
731,878,1174,1078,209
688,852,1159,1126,198
716,854,1241,1114,189
706,832,1135,1187,164
715,864,1141,1091,192
720,841,1205,1056,183
714,812,1230,1134,181
746,847,1149,1095,184
681,872,1195,1098,179
678,876,1109,1098,175
747,854,1245,1092,202
684,840,1162,1118,215
715,801,1159,1080,197
727,840,1158,1164,190
709,858,1152,1177,163
708,858,1105,1064,218
715,802,1159,1146,185
703,869,1133,1075,192
716,869,1184,1165,185
716,891,1102,1075,190
714,808,1178,1163,187
651,842,1167,1157,162
749,847,1082,1121,178
705,805,1075,1123,192
719,877,1159,1111,192
716,849,1182,1117,197
682,851,1193,1083,207
774,833,1248,1117,193
670,896,1184,1104,209
759,859,1190,1132,171
716,800,1172,1105,193
731,795,1174,1139,195
681,865,1188,1076,198
695,926,1143,1110,185
696,799,1122,1058,191
724,852,1141,1095,225
746,855,1136,1114,182
683,854,1074,1052,193
734,800,1132,1081,163
729,869,1196,1069,206
728,822,1114,1095,183
662,848,1195,1134,222
667,849,1120,1081,193
699,879,1135,1054,222
723,832,1127,1118,176
707,871,1142,1033,207
700,860,1166,1119,214
706,875,1093,1038,213
694,875,1085,1056,207
685,828,1132,1122,201
737,837,1124,1115,214
708,834,1135,1020,195
752,831,1083,1054,186
719,846,1179,1050,195
739,842,1084,1052,175
715,836,1143,1213,190
740,834,1110,1105,188
702,876,1142,1080,188
739,877,1120,1125,185
750,904,1090,1121,193
653,816,1152,1109,226
743,853,1157,1093,176
692,861,1114,1094,213
681,829,1153,1057,202
712,835,1166,1055,220
679,904,1145,1093,196
691,805,1124,1104,187
734,841,1148,1077,203
737,801,1143,1126,179
720,862,1179,1080,197
671,826,1136,1121,196
720,838,1134,1057,209
704,872,1145,1072,192
700,803,1151,1171,183
714,873,1136,1099,187
706,820,1165,1080,185
720,806,1090,1157,205
682,881,1084,1099,181
692,851,1112,1086,222
666,835,1180,1113,201
734,851,1152,1082,197
665,813,1127,1074,219
698,825,1095,1121,183
711,840,1199,1131,193
679,795,1110,1090,191
648,856,1107,1061,192
691,861,1125,1080,186
687,811,1151,1059,178
676,801,1158,1080,181
689,900,1138,1105,178
660,842,1172,1094,198
639,813,1146,1074,191
690,865,1116,1030,192
718,829,1124,1071,194
709,803,1105,1124,177
655,839,1153,1111,200
691,861,1195,1069,199
690,849,1122,1069,170
700,813,1172,1072,189
651,832,1160,1097,192
664,846,1138,1093,183
703,774,1107,1072,202
721,863,1173,1065,190
720,881,1120,1016,200
750,844,1167,1076,194
662,853,1129,1149,195
661,809,1104,1141,199
673,858,1068,1093,202
711,785,1173,1125,192
730,819,1149,1105,198
737,790,1089,1070,175
645,805,1075,1123,200
693,823,1150,1099,196
670,814,1121,998,202
666,861,1154,1050,216
725,822,1116,1084,194
729,847,1175,1105,173
699,794,1100,1123,203
682,816,1094,1125,188
677,806,1110,1052,214
723,826,1120,1034,200
699,876,1153,1107,189
674,839,1131,1083,183
666,813,1116,1081,196
695,875,1177,1014,199
686,819,1112,1006,175
720,861,1118,1043,170
738,803,1113,1068,178
670,776,1144,1051,194
699,804,1138,1076,196
696,790,1137,1099,194
712,768,1109,1070,200
665,780,1037,1110,186
692,794,1148,1059,176
689,767,1167,1097,174
663,814,1153,1080,185
685,816,1119,1102,180
699,849,1057,1098,175
704,818,1061,979,192
675,779,1144,1087,195
679,810,1150,1053,186
694,794,1109,1135,192
757,824,1130,1050,181
664,854,1101,1067,172
672,798,1142,1064,198
677,821,1095,1054,197
706,811,1121,1073,168
677,780,1123,1101,198
657,821,1136,1007,178
725,822,1117,1034,174
702,803,1169,1093,187
707,816,1127,1085,168
641,818,1165,1126,178
668,824,1147,1017,177
693,823,1140,1018,189
679,850,1090,1098,212
694,833,1074,1084,178
712,804,1137,1100,162
692,819,1175,1082,184
699,819,1100,1084,192
730,779,1106,1071,212
659,782,1054,1071,183
671,901,1163,1100,201
692,785,1075,1034,177
683,867,1086,1044,179
670,868,1067,1085,160
682,745,1115,1099,180
694,810,1049,1064,153
696,787,1124,1070,174
683,820,1117,1019,176
671,789,1122,1043,205
681,825,1088,1045,198
706,848,1181,984,196
688,843,1108,1073,210
652,812,1124,1076,191
656,815,1112,1129,191
677,831,1053,1093,194
707,832,1126,1084,178
715,802,1055,1139,187
678,852,1138,1074,174
680,759,1120,1069,200
678,824,1120,1032,178
699,802,1093,1005,166
665,813,1063,1106,186
656,808,1152,1057,185
696,823,1116,1112,222
650,843,1119,1084,204
734,811,1135,1032,173
652,819,1052,1002,196
705,801,1165,1042,197
655,832,1098,1006,176
683,780,1149,1109,170
672,820,1103,1111,193
661,800,1082,1072,198
714,801,1034,1019,199
675,837,1150,1089,177
712,857,1093,1105,171
652,791,1073,1102,158
691,794,1077,1073,166
689,880,1083,1026,170
697,818,1026,1088,215
684,786,1036,1066,191
670,759,1101,1012,192
684,822,1082,1060,203
655,782,1041,1023,179
717,821,1109,1056,204
664,848,1118,1038,183
691,749,1098,1036,183
654,835,1175,1020,194
650,810,1081,1030,186
659,826,1066,1021,164
720,804,1088,1084,186
668,794,1049,1079,169
622,823,1109,1032,178
659,856,1117,1053,185
686,793,1109,996,196
662,773,1128,1075,187
696,821,1152,1043,165
689,800,1053,983,205
658,844,1131,1073,197
694,824,1098,1038,197
669,815,1118,975,175
653,818,1102,1104,189
665,807,1132,1114,173
688,782,1139,1060,185
697,806,1077,1067,202
690,802,1124,1036,184
661,783,1103,1061,155
640,833,1084,1099,181
626,785,1119,1083,182
657,820,1102,1076,181
646,839,1057,1090,184
669,748,1096,1092,178
628,777,1075,1074,189
706,804,1142,1010,183
673,817,1056,1034,189
652,811,1143,1020,182
685,745,1038,1056,189
658,831,1086,1044,178
701,769,1080,1067,201
671,774,1113,1065,179
693,753,1078,1058,181
660,757,1087,1006,182
666,792,1146,961,196
692,807,1072,1053,172
667,801,1094,1034,184
645,782,1045,1039,190
685,781,1089,1032,180
715,781,1131,1051,219
646,811,1131,1070,176
648,829,1042,1064,170
704,825,1073,1025,171
657,743,1093,1011,194
678,833,1091,1029,192
659,777,1108,1046,180
684,794,1046,1029,159
666,780,1171,1002,175
682,800,1045,1050,170
670,769,1134,978,158
711,730,1124,1035,195
682,781,1123,1067,164
687,753,1070,1037,193
630,759,1094,1006,195
662,772,1073,1032,176
662,818,1079,1069,170
651,781,1054,1055,161
652,819,1053,1034,197
674,793,1056,1031,188
639,816,1011,967,177
647,774,1126,1040,198
656,841,1094,999,180
668,792,1081,1000,180
678,801,1042,1004,186
659,811,1089,1020,163
645,840,1120,1082,168
634,757,1107,1025,191
668,771,1091,999,171
655,751,1070,1004,187
643,788,1027,1069,178
670,762,1121,1027,199
727,767,1095,1027,184
672,779,1025,1055,177
673,812,1124,1012,176
680,791,1087,1019,160
710,743,1046,1039,183
627,761,1017,958,191
682,806,1080,992,163
643,811,1101,992,190
678,791,1067,1032,198
631,768,1065,1054,189
648,786,1041,1025,167
624,793,1069,1006,174
677,811,1075,1022,183
620,789,1052,1028,144
676,808,1025,1033,192
637,759,1015,1048,178
690,766,1097,1045,175
681,733,1076,1056,191
661,773,1100,1047,198
669,757,1101,1006,175
639,801,966,1079,160
637,772,1060,1046,188
703,795,1030,1006,205
705,796,1067,1007,160
652,778,1112,1066,172
670,748,1055,1004,182
600,778,1060,1015,188
678,801,1071,1088,179
673,744,1060,988,176
656,818,1103,1028,177
650,752,1065,1039,184
640,860,1072,969,167
682,780,1125,1042,205
650,771,1022,1098,184
682,769,996,1049,170
626,777,1093,982,190
672,786,1012,1015,185
658,793,1010,1024,196
648,798,1122,1012,163
684,813,1031,1053,185
638,802,1053,1034,199
657,766,1021,1021,167
621,787,1050,1002,163
646,809,1034,1053,192
673,754,1086,1001,145
673,795,1075,1029,185
680,709,1033,1014,211
597,737,1064,1029,167
666,779,1059,1023,182
676,768,1051,972,186
680,802,1102,1005,177
634,762,1051,1063,170
647,788,999,1037,171
632,766,1076,988,179
679,769,1049,1030,177
675,772,1023,953,192
700,779,1060,1053,219
653,774,1040,1034,192
633,772,1059,998,172
635,809,1032,1045,188
649,750,1062,991,186
631,715,1074,1014,205
661,777,1007,986,160
661,819,1032,1063,164
680,781,1061,958,174
695,775,1054,1068,190
665,755,1052,980,169
648,779,1014,994,185
655,770,1025,984,172
689,799,1084,1009,173
670,793,1052,998,170
597,786,1104,1025,168
653,745,1073,983,174
638,721,1043,1007,161
699,718,1041,994,171
652,776,1039,1024,177
683,806,1017,1012,183
639,734,1059,985,178
626,736,987,1050,176
619,732,1082,972,175
667,812,1075,990,168
632,747,1055,1001,193
637,786,1069,1063,163
654,770,1089,1013,189
629,826,1011,999,184
644,784,1030,1036,159
624,778,1036,1044,185
616,757,1041,1032,173
650,732,1044,1011,161
634,759,1052,1042,159
646,813,1004,1071,183
668,771,1103,980,173
649,759,1033,1012,183
642,821,1067,988,148
643,750,1064,1000,166
596,774,1058,934,156
665,754,1052,1004,166
624,719,1076,1040,172
606,772,1091,979,181
682,821,1090,972,174
650,734,1039,991,159
648,761,1008,1013,169
637,777,1000,991,173
659,773,1053,1002,188
657,751,1025,987,168
658,765,1112,943,166
657,779,1050,1017,194
642,780,1045,1036,165
634,774,1022,1049,184
643,798,1024,995,167
646,755,1087,965,180
610,771,989,977,178
688,766,1036,1001,176
612,763,1067,997,170
658,740,1059,1016,174
599,731,1076,944,186
624,758,1038,979,165
681,757,1087,970,187
568,751,1100,991,193
618,766,987,990,167
626,758,961,1021,195
649,759,1068,1041,161
629,757,1035,1065,173
603,740,1035,969,188
638,735,1021,1007,165
619,736,1038,968,192
630,733,1158,1021,184
617,790,1006,967,185
647,800,1054,955,147
630,728,1131,1005,161
678,759,1047,1015,164
611,725,1072,976,170
602,786,1021,985,174
602,744,1073,984,175
616,782,1019,988,182
626,822,1092,1018,172
607,761,1060,998,172
680,751,1035,970,167
640,738,1052,990,163
618,789,1030,998,170
638,802,1010,985,153
628,752,1041,997,182
637,720,1019,933,180
685,720,1017,958,160
634,805,1047,966,174
607,795,1031,959,170
637,790,1015,971,188
641,739,1015,1028,165
626,765,1005,1026,183
651,786,1028,1076,176
642,774,1037,989,176
601,677,1006,1023,155
635,786,1009,946,163
630,746,976,947,151
614,760,1031,1002,176
599,766,1017,991,157
625,770,1023,1030,153
644,721,1028,1034,183
644,778,1058,979,187
604,704,982,959,163
594,777,989,987,167
604,702,1015,983,171
619,780,1078,986,179
665,754,1036,932,173
687,783,1051,1012,166
591,765,1028,1009,184
607,778,1077,1021,172
605,763,1001,1036,176
646,755,1020,1019,165
632,733,1009,951,163
573,736,1033,1006,162
644,749,1020,972,176
609,798,1038,930,165
629,786,1046,974,163
669,730,963,969,154
665,708,965,1015,176
600,753,996,972,189
647,775,1040,956,179
578,728,1050,1012,174
638,763,986,981,170
609,773,1033,1035,159
632,680,996,961,194
681,794,1039,966,170
673,761,1023,1019,157
633,750,962,918,183
637,743,1045,1050,180
655,752,1055,960,156
600,771,965,946,155
615,764,1077,961,190
620,746,982,965,172
643,726,1034,998,180
661,754,1012,951,144
630,729,1023,970,182
628,747,977,1018,181
657,756,990,922,154
596,763,1014,1000,167
622,749,982,942,164
629,700,1015,935,165
589,722,1007,1004,158
619,728,1015,996,163
596,757,1037,960,168
693,725,1056,1017,184
633,720,1007,1016,185
631,729,1026,1004,163
606,758,1000,938,175
592,744,1029,979,200
603,744,997,969,189
621,781,973,965,144
608,711,958,989,164
608,732,1031,961,155
632,768,966,951,163
618,693,1017,939,177
614,737,1014,935,179
628,822,1031,953,183
629,738,1030,953,154
609,785,993,979,177
605,742,973,962,180
580,772,988,1014,190
653,757,917,962,184
656,733,1030,996,174
645,762,1009,1027,179
653,675,1059,973,161
635,760,1010,994,155
614,730,1006,986,175
644,723,1027,988,151
615,734,1027,958,178
614,741,1041,976,180
613,717,1029,944,167
621,731,978,964,175
623,757,1031,949,157
593,737,1002,991,155
625,756,995,954,179
632,727,987,959,183
632,738,1010,988,163
593,771,1006,981,165
613,698,978,976,200
612,740,995,959,173
604,737,1007,969,156
572,742,974,941,150
607,747,1014,928,172
645,778,1002,1003,154
598,724,964,980,179
640,761,998,989,163
538,732,1014,962,166
597,729,984,1031,170
623,779,996,895,167
632,730,979,939,176
693,718,971,982,164
599,729,995,1007,163
606,752,1004,919,183
613,719,1024,974,166
665,772,955,1001,158
672,734,1025,947,169
628,735,1063,928,169
623,766,1045,965,178
600,743,972,1010,182
590,725,1042,961,173
641,714,1033,995,155
606,713,1025,980,167
619,731,1044,954,159
629,705,1041,946,170
655,742,982,986,169
550,799,1011,963,165
592,765,985,919,136
619,680,1047,947,160
662,723,1036,954,162
626,717,959,974,170
619,722,986,937,150
594,749,993,921,163
599,769,1045,1039,178
617,731,957,963,184
637,775,1047,924,163
633,743,911,894,153
600,761,1010,945,180
627,700,991,948,176
598,738,1032,988,162
622,784,956,895,162
674,768,1037,984,187
614,667,1022,980,166
550,734,997,950,146
636,732,972,932,172
610,748,936,1000,187
636,694,971,998,164
658,741,971,938,158
612,700,980,961,172
584,775,1006,921,155
613,735,1020,1018,167
623,730,1029,920,179
615,686,1009,923,147
586,689,977,950,163
581,744,1042,973,158
641,724,962,978,159
632,757,1020,948,160
664,709,1014,969,152
609,720,979,1005,175
609,719,989,996,175
595,702,956,962,172
589,741,1026,894,161
595,716,1007,950,185
594,750,1022,957,142
604,759,1025,918,144
624,729,1000,882,169
686,749,984,943,190
641,743,1074,967,182
615,719,948,932,167
594,726,987,950,180
659,726,979,961,161
612,741,969,944,166
615,705,962,1003,165
624,705,938,988,181
659,748,991,918,176
571,704,997,919,162
608,700,1078,1008,180
648,717,930,914,181
609,688,994,932,168
611,715,1024,965,147
603,761,992,946,156
599,722,990,992,171
614,695,958,925,196
592,719,982,911,180
616,751,1011,928,163
593,760,1021,998,157
615,748,955,970,172
561,736,968,907,174
599,747,1007,972,172
617,672,953,899,178
600,711,974,957,169
638,653,1002,915,182
613,738,924,920,177
608,704,926,905,169
574,736,967,912,156
640,706,960,978,166
642,716,987,935,174
598,722,974,950,175
627,712,1000,918,172
632,717,965,936,158
654,732,989,957,153
594,729,979,904,164
571,745,1002,928,159
605,676,1012,960,166
596,732,969,952,180
573,702,981,921,144
570,760,962,917,184
636,710,978,980,164
604,709,957,890,153
582,751,970,975,170
599,735,970,944,145
604,732,878,928,145
620,744,977,918,157
608,740,992,936,171
626,692,965,939,162
565,754,985,932,157
611,720,1006,889,156
599,701,1031,944,148
599,709,970,933,148
622,707,936,946,164
575,768,974,953,142
616,684,1029,927,147
605,693,1029,886,163
624,716,1011,918,159
647,699,978,960,164
606,709,971,942,146
562,704,966,962,179
573,702,993,972,173
589,710,921,983,167
639,682,951,955,161
634,722,997,927,174
625,721,961,975,169
561,702,951,952,176
610,761,983,888,166
592,737,992,961,159
602,719,983,917,174
612,745,1039,885,140
585,653,914,957,152
582,675,967,964,166
582,698,970,915,154
580,741,965,962,154
556,721,981,950,186
616,741,964,902,143
566,707,977,920,169
625,755,952,904,156
615,694,934,930,148
637,698,972,935,163
609,777,1008,934,171
642,699,934,903,183
591,728,982,926,160
577,727,957,902,184
637,736,996,887,165
591,710,951,937,151
609,703,1021,957,168
596,764,974,921,160
613,672,994,899,135
583,740,937,949,169
555,690,996,904,141
606,705,951,900,167
550,727,1028,916,145
624,709,968,978,143
565,720,945,895,157
571,698,971,895,165
599,712,944,877,174
578,681,957,886,167
557,668,940,898,158
575,727,948,936,154
612,725,968,896,155
584,735,1012,943,147
627,670,1002,950,164
568,647,956,952,171
582,683,998,933,167
570,684,947,926,166
576,684,989,955,144
601,677,960,912,159
599,710,952,921,153
643,664,900,995,162
651,707,980,921,162
601,698,1003,964,166
597,681,920,900,152
589,706,994,880,160
581,710,979,924,177
581,674,925,930,159
587,747,1028,904,162
565,699,979,943,169
589,672,912,918,159
589,650,960,901,150
602,698,940,897,163
622,719,991,853,150
592,733,948,939,150
586,732,953,940,175
599,714,931,925,144
587,728,984,1017,175
558,674,952,924,163
587,748,946,858,132
553,728,917,960,135
545,668,931,885,151
625,725,962,893,161
594,637,941,960,168
568,685,913,856,149
575,658,1005,940,167
617,673,989,899,177
614,663,958,931,147
610,717,947,876,156
588,692,960,860,145
600,665,978,892,151
577,682,942,937,163
543,719,961,975,137
587,678,922,874,173
609,750,951,949,163
593,660,967,942,158
599,706,948,884,164
610,684,949,913,154
569,707,990,891,156
581,677,909,916,156
566,737,949,899,190
586,648,966,904,143
628,670,975,943,158
561,727,954,951,160
616,661,919,886,170
558,731,970,890,156
569,705,925,901,164
633,677,943,883,160
602,664,944,916,144
563,738,925,968,164
584,671,944,892,172
576,680,1006,895,145
610,701,966,881,173
567,651,888,902,171
582,698,952,883,162
571,649,958,937,151
565,673,1013,906,160
571,702,978,943,167
595,730,927,881,183
623,665,902,971,173
588,728,970,879,178
604,660,928,938,162
568,745,940,928,158
568,701,935,875,167
600,684,919,926,169
553,732,925,867,124
582,674,961,918,154
581,697,943,859,184
610,683,949,972,159
529,678,992,871,174
569,675,939,877,177
614,687,962,909,168
552,678,971,911,146
564,670,962,899,159
565,703,981,868,163
614,686,936,928,161
566,675,974,921,141
550,688,974,880,167
589,759,889,926,156
573,682,976,931,157
604,737,927,889,152
553,710,851,872,178
594,680,924,882,156
554,698,898,926,172
566,631,926,892,141
582,704,959,932,155
559,673,977,931,171
569,681,927,906,175
588,695,931,899,160
572,676,957,891,175
560,662,949,892,162
553,678,1016,905,169
535,658,925,926,157
591,698,894,882,165
617,720,886,931,159
602,696,875,926,163
605,679,978,943,153
575,674,963,877,160
533,695,916,939,142
626,684,945,883,137
598,716,907,874,171
587,668,941,903,123
599,687,989,921,169
576,722,927,908,163
537,655,957,878,181
612,665,980,890,127
557,696,913,871,159
542,629,1003,947,165
591,711,925,892,151
534,724,900,930,153
555,673,914,923,165
584,714,912,908,166
574,714,926,913,165
590,685,921,885,129
577,652,1009,890,137
547,678,906,899,155
556,686,910,913,155
615,731,938,855,145
512,709,938,865,152
626,694,882,890,138
591,692,938,884,175
581,689,927,882,160
524,690,939,878,172
580,671,901,860,159
593,668,895,837,145
557,670,1018,867,150
561,709,909,899,147
571,686,925,828,148
557,689,902,898,156
576,647,949,844,151
618,659,935,901,148
597,690,929,932,138
547,689,934,886,153
572,648,953,884,157
576,682,919,913,167
599,665,963,969,172
577,648,941,888,169
588,699,910,827,161
563,672,954,891,180
565,728,923,895,140
584,692,983,824,177
577,647,933,873,175
553,674,921,871,178
600,684,929,892,172
546,670,916,862,166
557,660,928,910,158
620,699,910,874,124
561,646,873,856,150
566,729,923,901,158
573,675,884,906,165
556,729,908,870,137
609,640,883,892,140
560,680,890,906,147
562,643,882,916,161
590,654,870,894,158
567,671,902,905,149
562,638,962,908,147
567,691,982,833,149
597,698,921,873,173
540,705,906,831,150
553,700,890,849,144
571,689,887,873,166
582,694,914,908,151
557,672,904,843,149
566,712,913,865,126
581,668,933,846,174
581,670,941,893,142
568,666,947,832,154
554,684,963,845,151
596,636,855,894,149
583,679,914,867,152
535,630,933,843,162
591,663,935,859,146
569,693,903,907,157
567,679,885,859,162
569,688,965,941,172
583,609,925,839,130
558,678,936,906,182
601,680,905,866,130
540,676,914,923,136
552,663,928,843,165
556,699,906,909,139
608,614,844,856,183
570,658,936,871,145
511,649,910,879,142
570,655,915,869,138
544,655,917,810,132
559,637,909,879,152
539,711,935,875,168
560,658,890,859,155
537,660,882,896,162
570,645,887,912,139
606,631,904,900,139
563,665,904,825,158
549,666,879,863,147
582,670,910,920,158
556,699,900,850,158
622,679,879,834,161
591,626,954,847,158
550,669,993,886,151
573,693,892,863,140
526,652,853,885,146
557,684,953,871,151
556,655,938,887,156
549,684,909,852,149
544,655,928,868,163
550,685,859,860,154
540,652,889,813,145
584,647,969,869,157
569,641,893,899,137
564,691,950,855,176
535,674,831,818,140
559,667,841,936,146
567,712,835,848,139
537,649,877,925,169
611,714,913,886,162
585,614,925,860,157
582,675,883,842,144
557,650,971,865,162
568,642,860,875,159
541,641,892,869,158
597,671,901,877,154
565,638,944,884,127
580,618,939,908,162
577,631,936,899,148
545,619,895,836,164
544,687,937,861,147
534,670,906,810,163
537,667,911,860,148
572,624,932,835,157
571,584,890,841,141
564,679,895,884,133
566,639,866,876,142
594,667,957,850,154
544,621,932,866,145
548,638,892,875,151
540,622,875,841,156
594,630,885,863,151
573,684,934,859,146
555,647,900,857,160
581,697,905,915,154
589,684,884,851,170
573,661,859,867,154
576,661,858,886,130
547,666,884,828,135
542,657,876,899,163
559,631,856,787,151
568,621,899,811,146
535,630,855,887,147
566,663,943,863,143
586,650,887,828,161
517,673,884,871,153
581,625,897,867,155
556,653,857,883,138
576,612,931,866,152
534,652,914,822,145
601,618,923,845,165
538,631,932,775,145
575,582,885,869,179
556,618,870,863,150
564,629,884,850,170
557,660,872,881,156
549,655,907,914,158
564,688,915,867,149
590,672,970,815,170
552,663,943,901,144
552,703,861,830,139
583,669,892,840,157
589,619,874,808,146
520,679,880,895,136
535,650,897,865,164
518,654,883,908,153
604,605,882,841,152
539,664,953,908,145
566,632,886,877,140
519,663,889,862,146
570,644,891,882,157
526,669,894,850,145
586,650,962,864,164
550,641,880,881,155
537,619,825,876,144
551,624,889,866,156
552,632,887,859,135
538,636,858,852,162
568,654,882,909,177
524,664,904,815,140
536,631,885,837,162
525,617,947,827,156
503,657,895,829,157
535,651,871,853,135
550,660,901,822,150
529,604,896,851,162
550,603,833,867,138
526,576,866,851,161
498,682,897,869,163
551,635,909,820,142
548,623,875,912,127
545,617,867,817,137
564,597,917,850,143
578,616,854,837,156
571,623,864,807,169
535,613,929,857,136
560,661,930,831,141
539,673,868,843,154
589,647,854,860,118
526,676,917,857,149
584,641,872,827,145
566,682,887,851,156
577,596,882,886,146
571,678,902,855,153
516,603,891,838,139
554,611,890,828,178
540,631,857,834,158
558,686,835,816,143
596,656,848,808,142
571,659,921,856,148
557,650,916,830,133
556,653,850,848,127
547,658,893,862,141
558,626,826,831,137
544,655,913,796,146
517,610,843,861,163
548,588,883,836,155
589,679,849,870,133
553,650,927,881,148
588,611,869,834,163
531,620,877,851,147
542,641,903,848,149
549,594,878,828,148
563,617,934,842,145
542,656,851,844,145
564,665,860,808,143
542,646,855,817,141
566,667,895,849,162
540,670,908,826,162
574,619,858,818,155
521,648,916,827,167
546,628,879,835,142
564,616,851,796,155
566,619,819,831,146
533,615,889,846,146
555,664,858,831,156
518,687,859,863,145
531,605,865,871,137
527,628,861,849,131
527,669,891,834,160
525,659,881,797,141
537,616,792,880,143
505,585,852,836,145
526,636,866,799,143
543,601,863,846,143
533,634,905,901,146
563,633,943,813,151
549,665,866,841,178
530,614,904,793,155
537,637,864,853,142
542,640,910,801,162
525,643,900,814,165
552,611,838,862,135
513,667,828,846,142
521,613,838,849,141
516,608,832,856,140
543,641,924,855,146
543,620,889,855,144
524,658,900,814,167
516,622,893,858,179
524,656,878,836,140
490,640,940,836,148
500,609,910,836,148
546,642,856,826,150
535,653,853,840,136
563,678,902,770,129
529,614,898,872,153
547,614,909,834,116
526,616,884,780,176
537,622,873,784,149
550,587,891,835,142
498,652,835,837,161
570,611,827,813,158
537,642,879,781,161
549,603,850,798,155
525,638,907,769,141
553,656,827,812,143
483,658,813,862,131
537,618,877,805,126
536,627,845,839,149
527,619,855,807,137
531,632,874,813,155
534,632,891,852,140
538,639,872,840,145
571,640,893,793,151
530,663,886,811,174
590,676,855,824,168
564,654,840,794,152
532,655,822,833,159
515,635,855,833,131
524,680,842,744,123
541,572,892,762,128
554,645,861,803,139
515,601,879,845,136
540,628,872,788,150
526,614,790,827,145
565,606,864,802,137
523,626,909,759,161
519,671,862,846,147
584,593,873,818,146
525,635,869,801,152
539,623,871,825,147
541,620,851,781,150
548,630,856,791,140
525,612,836,876,169
551,602,840,790,161
545,643,904,752,146
488,605,840,784,135
496,610,892,867,137
527,589,873,843,144
512,677,833,808,131
525,636,902,846,134
555,626,848,820,137
513,632,830,780,130
507,607,862,797,135
488,650,814,827,137
527,656,884,848,149
527,625,840,835,141
510,620,829,869,145
556,635,873,838,157
546,648,834,827,152
490,595,905,831,135
506,593,861,832,148
528,641,835,869,132
523,609,852,803,144
561,654,868,821,130
494,638,840,839,122
558,601,893,834,133
542,663,881,813,169
527,601,868,846,133
498,615,818,855,148
480,602,877,767,167
526,620,819,848,173
486,586,867,786,156
567,573,863,781,146
503,642,850,813,164
550,578,863,841,144
545,624,878,761,148
534,601,838,818,146
515,644,887,826,127
524,624,829,804,159
521,618,833,822,119
532,659,803,790,172
527,644,868,829,150
545,633,895,849,148
523,607,850,849,129
505,590,821,852,143
528,615,836,797,133
506,619,876,822,157
532,642,881,803,149
511,593,831,869,133
531,581,890,783,160
527,595,859,832,164
574,584,874,828,117
513,611,773,761,146
555,590,819,841,140
527,596,868,756,150
555,614,869,793,159
456,619,855,847,167
529,638,861,802,137
539,637,856,795,144
539,601,838,833,149
505,612,856,833,141
513,626,910,824,158
531,643,855,837,157
488,593,792,821,141
520,636,846,816,124
560,594,887,822,131
480,676,832,811,138
